iter	Logloss
716	0.1858174515
717	0.1856821823
718	0.1855084229
719	0.1852430725
720	0.1849676132
721	0.184646492
722	0.1844580269
723	0.1842024612
724	0.1840222359
725	0.1837357712
726	0.1834700394
727	0.1832655144
728	0.1829652405
729	0.1827910423
730	0.1824909401
731	0.1822568893
732	0.1819281578
733	0.1817233658
734	0.1814466476
735	0.1812243652
736	0.1810315704
737	0.1808540344
738	0.1805895615
739	0.1803404045
740	0.1800651932
741	0.1799219131
742	0.1796995163
743	0.1794667816
744	0.1791458321
745	0.1789519501
746	0.1787647438
747	0.17856884
748	0.1783163643
749	0.1781337357
750	0.1778031921
751	0.1776076508
752	0.1773419952
753	0.1770581627
754	0.1768293762
755	0.1766816521
756	0.1765385818
757	0.176315136
758	0.1761242676
759	0.1758892059
760	0.1756527138
761	0.1754365921
762	0.175145874
763	0.1749504662
764	0.174747982
765	0.1745342255
766	0.1743265152
767	0.1741562843
768	0.1739357376
769	0.1736857986
770	0.1734256363
771	0.1731760788
772	0.1729911041
773	0.1728050613
774	0.1725404358
775	0.1722864342
776	0.1720127296
777	0.171799469
778	0.1715766716
779	0.171411171
780	0.1712425995
781	0.1710273743
782	0.1707567215
783	0.170607338
784	0.1703580284
785	0.1701253128
786	0.1699364853
787	0.169697876
788	0.1695280075
789	0.1693055725
790	0.1690744591
791	0.1688497162
792	0.1686204338
793	0.1684148598
794	0.1683047485
795	0.1681634331
796	0.1680197906
797	0.1677865601
798	0.1675313187
799	0.1674059105
800	0.1670561409
801	0.1667796326
802	0.1666197777
803	0.1664402008
804	0.1662175751
805	0.1658931351
806	0.1657356644
807	0.165560379
808	0.1653885269
809	0.1651878357
810	0.1650365829
811	0.164839592
812	0.1646134758
813	0.1644138145
814	0.1642019844
815	0.1639493942
816	0.1636885834
817	0.1635198975
818	0.1633937454
819	0.1632220078
820	0.162971344
821	0.1627539444
822	0.162517395
823	0.1623155975
824	0.1621008301
825	0.1618763351
826	0.1617006493
827	0.1615911293
828	0.1612947464
829	0.1611469841
830	0.1609917641
831	0.1608555603
832	0.1606476212
833	0.16046978
834	0.1602152634
835	0.1598925591
836	0.1597375298
837	0.1596390343
838	0.1594594574
839	0.1592955303
840	0.1591364861
841	0.1589399242
842	0.1587780571
843	0.1585445786
844	0.1584087086
845	0.1582340717
846	0.1580786324
847	0.1577840805
848	0.157524662
849	0.1573138332
850	0.1571822166
851	0.1568997383
852	0.156755867
853	0.156589241
854	0.1564240456
855	0.1562466812
856	0.1560457516
857	0.1558710289
858	0.1556921673
859	0.1554854202
860	0.1553142929
861	0.1550490284
862	0.1548250866
863	0.1546888065
864	0.154491024
865	0.15434618
866	0.1542339516
867	0.1540620613
868	0.1539352798
869	0.1537698555
870	0.1536080742
871	0.15352314
872	0.1533804417
873	0.1532010078
874	0.1530749512
875	0.1527863884
876	0.1526018524
877	0.1523921394
878	0.1521680641
879	0.1519324875
880	0.1516648674
881	0.1514383507
882	0.1512535286
883	0.1509825325
884	0.1508025551
885	0.1506198692
886	0.1503667259
887	0.150150013
888	0.1500315475
889	0.1499277973
890	0.1497284126
891	0.1495017815
892	0.1493566036
893	0.1492282867
894	0.1490630627
895	0.1488481808
896	0.1485243225
897	0.1483865929
898	0.1482175541
899	0.1481223583
900	0.1479237366
901	0.1477508545
902	0.1475525093
903	0.147332983
904	0.1472510242
905	0.1469456863
906	0.1466734409
907	0.1465310764
908	0.1463308239
909	0.1460956955
910	0.1459644508
911	0.1457879353
912	0.1456235981
913	0.1454756165
914	0.1453375816
915	0.1451784325
916	0.1449322128
917	0.1448413944
918	0.1446504402
919	0.1445532608
920	0.1443934727
921	0.1441954041
922	0.1440633488
923	0.1438890648
924	0.1436963272
925	0.1434887886
926	0.1433349037
927	0.1431780243
928	0.1430198669
929	0.1428479958
930	0.1426572227
931	0.1422929859
932	0.1420355797
933	0.1418731117
934	0.1416847801
935	0.1415338135
936	0.1413590622
937	0.1410800934
938	0.1408999538
939	0.1407312965
940	0.1405411911
941	0.1404040337
942	0.1402519035
943	0.140064621
944	0.1398448372
945	0.1396500778
946	0.1394355488
947	0.139313612
948	0.1391452026
949	0.1389716816
950	0.1388205719
951	0.1386951542
952	0.1383899021
953	0.1382514095
954	0.1380621529
955	0.137834959
956	0.1376934719
957	0.1375290298
958	0.1373600197
959	0.1371094608
960	0.1368906021
961	0.1368218136
962	0.1365858269
963	0.1364586258
964	0.1362503433
965	0.1359455585
966	0.1358664131
967	0.1357294273
968	0.1355642509
969	0.1353509808
970	0.1351535892
971	0.1349815941
972	0.1348701477
973	0.1346517754
974	0.1345514679
975	0.1344102192
976	0.1342204475
977	0.1340769005
978	0.1339234161
979	0.1337850189
980	0.1336907578
981	0.1334514523
982	0.1332944679
983	0.1331695747
984	0.1328639412
985	0.1327602482
986	0.132567873
987	0.132429142
988	0.1323209953
989	0.1322038078
990	0.1320353699
991	0.1318719101
992	0.1317517471
993	0.1315880013
994	0.1313776302
995	0.1312860489
996	0.1310791206
997	0.1309122753
998	0.130631237
999	0.1303939438
